Incident Type,Incident Number,Incident Date,Violation Type,Violation Section,Violation Description,Location
ARREST,2000239001,"Feb 16, 2020 6:45:00 PM",PC,488,PETTY THEFT(from Building) (M),"BENET ROAD & STATE ROUTE 76 EB, OCEANSIDE, CA 92058"
ARREST,2000240101,"Feb 16, 2020 10:13:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),5100 ANDREW JACKSON STREET
ARREST,2000240201,"Feb 16, 2020 10:15:00 PM",PC,537(A)(1),DEFRAUDING AN INNKEEPER [$950 OR LESS] (M),610 N REDONDO DRIVE
ARREST,2000240401,"Feb 16, 2020 11:30:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",3838 VISTA WAY
ARREST,2000241001,"Feb 17, 2020 3:24:00 AM",HS,11550(A),USE/UNDER INFL OF CONTROLLED SUBS (M),425 COLLEGE BOULEVARD
ARREST,2000241201,"Feb 17, 2020 7:23:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),5100 ANDREW JACKSON STREET
ARREST,2000241401,"Feb 17, 2020 7:49:00 AM",ZZ,OUT WARRANT,MISDEMEANOR OTHER AGENCY'S WARRANT,"EL CAMINO REAL & SKYLINE DRIVE, OCEANSIDE, CA 92056"
ARREST,2000242001,"Feb 17, 2020 9:40:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),125 S TREMONT STREET
ARREST,2000242201,"Feb 17, 2020 10:03:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"AVENIDA DE LA PLATA & COLLEGE BOULEVARD, OCEANSIDE, CA 92057"
ARREST,2000243001,"Feb 17, 2020 11:13:00 AM",PC,3056,VIOL PAROLE:FELONY (F),4150 OCEANSIDE BOULEVARD
ARREST,2000243701,"Feb 17, 2020 2:27:00 PM",PC,273.5A,SPOUSAL/COHABITANT ABUSE WITH MINOR INJURY (F),
ARREST,2000244701,"Feb 17, 2020 2:40:46 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",
ARREST,2000245601,"Feb 17, 2020 6:00:00 PM",VC,23152(E),DUI DRUG (M),
ARREST,2000245801,"Feb 17, 2020 6:23:00 PM",ZZ,OUT WARRANT,FELONY OTHER AGENCY'S WARRANT,602 CIVIC CENTER DRIVE
ARREST,2000245701,"Feb 17, 2020 6:35:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",
ARREST,2000246301,"Feb 17, 2020 8:13:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),700 CAREY ROAD##60
ARREST,2000246201,"Feb 17, 2020 8:13:00 PM",ZZ,OUT WARRANT,MISDEMEANOR OTHER AGENCY'S WARRANT,"DOUGLAS DRIVE & OLD RIVER STREET, OCEANSIDE, CA 92058"
ARREST,2000246601,"Feb 17, 2020 8:57:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),3361 MISSION AVENUE
ARREST,2000246501,"Feb 17, 2020 9:00:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),142 S MYERS STREET
ARREST,2000246401,"Feb 17, 2020 9:00:00 PM",PC,594(B)(2)(A),VANDALISM [$400 OR LESS] (M),
ARREST,2000246801,"Feb 17, 2020 9:04:00 PM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),1905 APPLE STREET
ARREST,2000247401,"Feb 18, 2020 12:05:00 AM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),1403 MISSION AVENUE
ARREST,2000247501,"Feb 18, 2020 2:55:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),1980 OCEANSIDE BOULEVARD
ARREST,2000247801,"Feb 18, 2020 4:40:00 AM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),3804 PLAZA DRIVE
ARREST,2000247901,"Feb 18, 2020 6:45:00 AM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),1928 MORENO STREET
ARREST,2000248001,"Feb 18, 2020 7:18:00 AM",PC,273.5A,SPOUSAL/COHABITANT ABUSE WITH MINOR INJURY (F),"N TREMONT STREET & WINDWARD WAY, OCEANSIDE, CA 92054"
ARREST,2000248702,"Feb 18, 2020 8:26:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),455 COUNTRY CLUB LANE
ARREST,2000248701,"Feb 18, 2020 8:26:00 AM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),1980 COLLEGE BOULEVARD
ARREST,2000248801,"Feb 18, 2020 9:00:00 AM",ZZ,OUT WARRANT,MISDEMEANOR OTHER AGENCY'S WARRANT,1202 N COAST HIGHWAY
ARREST,2000249301,"Feb 18, 2020 10:25:00 AM",ZZ,OUT WARRANT,MISDEMEANOR OTHER AGENCY'S WARRANT,4779 YUMA AVENUE
ARREST,2000250301,"Feb 18, 2020 12:07:00 PM",PC,3056,VIOL PAROLE:FELONY (F),2036 CANYON DRIVE
ARREST,2000250901,"Feb 18, 2020 12:53:00 PM",ZZ,OUT WARRANT,MISDEMEANOR OTHER AGENCY'S WARRANT,1401 CARMELO DRIVE
ARREST,2000252001,"Feb 18, 2020 3:19:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",
ARREST,2000252101,"Feb 18, 2020 3:30:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),1523 S COAST HIGHWAY
ARREST,2000252601,"Feb 18, 2020 6:08:00 PM",PC,459.5,SHOPLIFTING (M),"S COAST HIGHWAY & GODFREY STREET, OCEANSIDE, CA 92054"
ARREST,2000252801,"Feb 18, 2020 6:46:00 PM",PC,245A1,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),1006 MISSION AVENUE
ARREST,2000253201,"Feb 18, 2020 7:35:00 PM",PC,273.5A,SPOUSAL/COHABITANT ABUSE WITH MINOR INJURY (F),
ARREST,2000253301,"Feb 18, 2020 8:24:00 PM",HS,11364.7(A),DELIVER DRUG PARAPHERNALIA (M),"GALLERY DRIVE & SURREALIST COURT, OCEANSIDE, CA 92057"
ARREST,2000239501,"Feb 18, 2020 8:27:00 PM",PC,211,ROBBERY (F),4150 OCEANSIDE BOULEVARD
ARREST,2000253501,"Feb 18, 2020 8:59:00 PM",HS,11378,POSS CONTROLLED SUBS FOR SALE (F),3308 MISSION AVENUE
ARREST,2000253601,"Feb 18, 2020 11:18:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),2008 N HARBOR DRIVE
ARREST,2000254001,"Feb 19, 2020 6:30:00 AM",PC,245A1,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),1602 MISSION AVENUE
ARREST,2000211301,"Feb 19, 2020 7:31:00 AM",PC,273.5A,SPOUSAL/COHABITANT ABUSE WITH MINOR INJURY (F),
ARREST,2000254101,"Feb 19, 2020 7:31:00 AM",PC,273.5A,SPOUSAL/COHABITANT ABUSE WITH MINOR INJURY (F),311 BLUE SPRINGS LANE
ARREST,2000255302,"Feb 19, 2020 11:00:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),2255 EL CAMINO REAL
ARREST,2000255301,"Feb 19, 2020 11:00:00 AM",PC,827.1,MISD CITE AND RELEASE ON ACTIVE WARRANT (M),660 DOUGLAS DRIVE
ARREST,2000255401,"Feb 19, 2020 11:52:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),179 ROYMAR ROAD
ARREST,2000256501,"Feb 19, 2020 3:00:00 PM",ZZ,OUT WARRANT,MISDEMEANOR OTHER AGENCY'S WARRANT,2600 MISSION AVENUE
ARREST,2000256601,"Feb 19, 2020 3:01:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),404 MICHIGAN STREET
ARREST,2000256701,"Feb 19, 2020 3:43:00 PM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),"OCEANSIDE BOULEVARD & RANCHO DEL ORO DRIVE, OCEANSIDE, CA 92056"
ARREST,2000258101,"Feb 19, 2020 10:28:00 PM",PC,21310,CARRY CONCEALED DIRK OR DAGGER (F),2255 EL CAMINO REAL
ARREST,2000258801,"Feb 20, 2020 7:10:00 AM",ZZ,OUT WARRANT,FELONY OTHER AGENCY'S WARRANT,4569 DUNHILL COURT
ARREST,2000258501,"Feb 20, 2020 8:00:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),826 VINE STREET
ARREST,2000259101,"Feb 20, 2020 8:58:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),826 VINE STREET
ARREST,2000259601,"Feb 20, 2020 10:30:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),1527 MISSION AVENUE
ARREST,2000260501,"Feb 20, 2020 12:00:00 PM",PC,69,OBSTRUCT/RESIST EXECUTIVE OFFICER WITH MINOR INJURY (F),1046 MISSION AVENUE
ARREST,2000260801,"Feb 20, 2020 1:03:00 PM",ZZ,OUT WARRANT,MISDEMEANOR OTHER AGENCY'S WARRANT,1706 OCEANSIDE BOULEVARD
ARREST,2000260901,"Feb 20, 2020 1:45:00 PM",PC,978.5,MISDEMEANOR BENCH WARRANT (OUR AGENCY),3240 MISSION AVENUE
ARREST,2000261101,"Feb 20, 2020 2:16:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),300 MCKINLEY STREET
ARREST,2000261201,"Feb 20, 2020 2:31:00 PM",ZZ,OUT WARRANT,MISDEMEANOR OTHER AGENCY'S WARRANT,3747 VISTA CAMPANA S
ARREST,2000261301,"Feb 20, 2020 2:48:00 PM",PC,3056,VIOL PAROLE:FELONY (F),2100 VISTA WAY
ARREST,2000261401,"Feb 20, 2020 2:48:00 PM",PC,3056,VIOL PAROLE:FELONY (F),1737 OCEANSIDE BOULEVARD
ARREST,2000262201,"Feb 20, 2020 5:52:00 PM",PC,3056,VIOL PAROLE:FELONY (F),1737 S OCEANSIDE BOULEVARD
ARREST,2000245402,"Feb 20, 2020 6:48:00 PM",PC,182(A)(1),CONSPIRACY:COMMIT CRIME (F),306 HOLLY STREET
ARREST,2000262601,"Feb 20, 2020 8:15:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",
ARREST,2000262901,"Feb 20, 2020 9:22:00 PM",ZZ,OUT WARRANT,MISDEMEANOR OTHER AGENCY'S WARRANT,"I-5 Nb & SR, OCEANSIDE, CA 92054"
ARREST,2000245401,"Feb 20, 2020 9:30:00 PM",PC,182(A)(1),CONSPIRACY:COMMIT CRIME (F),306 HOLLY STREET
ARREST,2000258002,"Feb 20, 2020 10:30:00 PM",PC,211,ROBBERY (F),921 N COAST HIGHWAY
ARREST,2000263001,"Feb 20, 2020 10:44:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",
ARREST,2000263101,"Feb 20, 2020 11:00:00 PM",PC,245A1,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),700 S THE STRAND
ARREST,2000263301,"Feb 20, 2020 11:34:00 PM",PC,243(E)(1),BATTERY:SPOUSE/EX SPOUSE/DATE/ETC (M),195 S TREMONT STREET
ARREST,2000263601,"Feb 21, 2020 1:21:00 AM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),1145 S TREMONT STREET
ARREST,2000263801,"Feb 21, 2020 2:45:00 AM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),"CAMINO TOWN & EL CAMINO REAL, OCEANSIDE, CA 92054"
ARREST,2000236401,"Feb 21, 2020 3:31:00 AM",HS,11550(A),USE/UNDER INFL OF CONTROLLED SUBS (M),2255 EL CAMINO REAL
ARREST,2000264001,"Feb 21, 2020 7:11:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),1527 MISSION AVENUE
ARREST,2000264101,"Feb 21, 2020 8:11:00 AM",ZZ,OUT WARRANT,MISDEMEANOR OTHER AGENCY'S WARRANT,3514 COLLEGE BOULEVARD
ARREST,2000264301,"Feb 21, 2020 8:35:00 AM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),3820 NUTMEG WAY
ARREST,2000264401,"Feb 21, 2020 9:00:00 AM",ZZ,OUT WARRANT,FELONY OTHER AGENCY'S WARRANT,3800 BLK LAKE BOULEVARD
ARREST,2000264502,"Feb 21, 2020 9:03:00 AM",PC,273.6(A),VIOLATE DOMESTIC RELATIONS COURT ORDER (M),
ARREST,2000264601,"Feb 21, 2020 9:30:00 AM",PC,827.1,MISD CITE AND RELEASE ON ACTIVE WARRANT (M),300 N MYERS STREET
ARREST,2000264501,"Feb 21, 2020 9:37:00 AM",PC,243(E)(1),BATTERY:SPOUSE/EX SPOUSE/DATE/ETC (M),609 CROUCH STREET
ARREST,2000264701,"Feb 21, 2020 10:38:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"COLLEGE BOULEVARD & Sr 76 Wb, OCEANSIDE, CA 92057"
ARREST,2000264901,"Feb 21, 2020 11:17:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),1201 S COAST HIGHWAY
ARREST,2000265101,"Feb 21, 2020 12:30:00 PM",PC,647.6,ANNOY/MOLEST CHILDREN UNDER 18 (M),4900 NORTH RIVER ROAD
ARREST,2000265201,"Feb 21, 2020 12:45:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),195 S TREMONT STREET
ARREST,2000266101,"Feb 21, 2020 1:57:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"CASSIDY STREET & S COAST HIGHWAY, OCEANSIDE, CA 92054"
ARREST,2000266201,"Feb 21, 2020 2:08:00 PM",ZZ,OUT WARRANT,MISDEMEANOR OTHER AGENCY'S WARRANT,477 HARBOR DRIVE
ARREST,2000266901,"Feb 21, 2020 4:40:00 PM",ZZ,OUT WARRANT,MISDEMEANOR OTHER AGENCY'S WARRANT,"State Route & TOWN CENTER, OCEANSIDE, CA 92056"
ARREST,2000258001,"Feb 21, 2020 5:00:00 PM",PC,211,ROBBERY (F),3100 VISTA WAY
ARREST,2000267901,"Feb 22, 2020 1:05:00 AM",PC,530.5(C)(3),POSSESS ID OF 10 OR MORE PERSONS WITH INTENT TO DEFRAUD (F),2031 MISSION AVENUE
ARREST,2000268001,"Feb 22, 2020 1:14:00 AM",PC,148(A)(1),OBSTRUCT/RESIST PEACE OFCR/EMER MED TECH (M),"S CLEVELAND STREET & MISSOURI AVENUE, OCEANSIDE, CA 92054"
ARREST,2000268201,"Feb 22, 2020 2:47:00 AM",ZZ,OUT WARRANT,FELONY OTHER AGENCY'S WARRANT,1202 N PACIFIC STREET
ARREST,2000268301,"Feb 22, 2020 3:26:00 AM",VC,23152A,DUI ALCOHOL (M),600 CROUCH STREET
ARREST,2000268501,"Feb 22, 2020 5:45:00 AM",HS,11378,POSS CONTROLLED SUBS FOR SALE (F),3242 PRODUCTION AVENUE
ARREST,2000269401,"Feb 22, 2020 11:37:00 AM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)","FREDRICKS AVENUE & LOS ARBOLITOS BOULEVARD, OCEANSIDE, CA 92058"
ARREST,2000270701,"Feb 22, 2020 4:45:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",2201 MISSION AVENUE
ARREST,2000271201,"Feb 22, 2020 7:45:00 PM",PC,459.5,SHOPLIFTING (M),1500 OCEANSIDE BOULEVARD
ARREST,2000271301,"Feb 22, 2020 10:20:00 PM",PC,273.5A,SPOUSAL/COHABITANT ABUSE WITH SERIOUS INJURY (F),218 N CLEVELAND STREET
ARREST,2000271501,"Feb 23, 2020 1:28:00 AM",VC,23152A,DUI ALCOHOL (M),0 SAN YSIDRO PORT OF ENTRY
ARREST,2000271701,"Feb 23, 2020 1:40:00 AM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",3833 STANFORD DRIVE
ARREST,2000271601,"Feb 23, 2020 2:00:00 AM",PC,594(B)(2)(A),VANDALISM [$400 OR LESS] (M),505 GREENBRIER DRIVE##17
ARREST,2000271801,"Feb 23, 2020 2:35:00 AM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",1980 OCEANSIDE BOULEVARD
ARREST,2000272401,"Feb 23, 2020 10:15:00 AM",PC,21810,MANUFACTURE/SALE/POSSESS/ETC METAL KNUCKLES (F),3512 LAKE BOULEVARD
ARREST,2000272701,"Feb 23, 2020 12:10:00 PM",PC,3056,VIOL PAROLE:FELONY (F),3260 PRODUCTION AVENUE
ARREST,2000273401,"Feb 23, 2020 2:30:00 PM",PC,490.5A,PETTY THEFT FROM LIBRARY OR MERCHANT (M),130 WARNER STREET
ARREST,2000273901,"Feb 23, 2020 5:10:00 PM",PC,3056,VIOL PAROLE:FELONY (F),3410 MARRON ROAD
ARREST,2000274501,"Feb 23, 2020 5:58:00 PM",HS,11550(A),USE/UNDER INFL OF CONTROLLED SUBS (M),3405 MARRON ROAD
ARREST,2000274301,"Feb 23, 2020 6:06:00 PM",PC,488,PETTY THEFT(Shoplift) (M),"BENET ROAD & STATE ROUTE 76 EB, OCEANSIDE, CA 92058"
ARREST,2000274901,"Feb 23, 2020 7:54:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),4733 ELM TREE DRIVE
ARREST,2000275601,"Feb 23, 2020 10:50:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),705 COLLEGE BOULEVARD
ARREST,2000275701,"Feb 23, 2020 11:25:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),3720 MISSION AVENUE
ARREST,2000276101,"Feb 24, 2020 3:00:00 AM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (F),"CIVIC CENTER DRIVE & N COAST HIGHWAY, OCEANSIDE, CA 92054"
ARREST,2000276501,"Feb 24, 2020 7:30:00 AM",ZZ,OUT WARRANT,FELONY OTHER AGENCY'S WARRANT,221 S NEVADA STREET
ARREST,2000276601,"Feb 24, 2020 7:45:00 AM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),1401 S COAST HIGHWAY
ARREST,2000277301,"Feb 24, 2020 11:00:00 AM",PC,978.5,MISDEMEANOR BENCH WARRANT (OUR AGENCY),185 OLD GROVE ROAD
ARREST,2000277501,"Feb 24, 2020 11:14:00 AM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),1940 OCEANSIDE BOULEVARD
ARREST,2000277601,"Feb 24, 2020 11:37:00 AM",ZZ,OUT WARRANT,MISDEMEANOR OTHER AGENCY'S WARRANT,200 THE STRAND N
ARREST,2000278401,"Feb 24, 2020 2:24:00 PM",HS,11550(A),USE/UNDER INFL OF CONTROLLED SUBS (M),606 MORSE STREET
ARREST,2000280201,"Feb 24, 2020 4:00:00 PM",ZZ,OUT WARRANT,FELONY OTHER AGENCY'S WARRANT,400 PARKSIDE DRIVE
ARREST,2000280101,"Feb 24, 2020 4:40:00 PM",ZZ,OUT WARRANT,FELONY OTHER AGENCY'S WARRANT,"N COAST HIGHWAY & MONTEREY DRIVE, OCEANSIDE, CA 92054"
ARREST,2000280601,"Feb 24, 2020 6:05:00 PM",PC,166(A)(4),CONTEMPT OF COURT:DISOBEY COURT ORDER (M),504 JONES ROAD
ARREST,2000281001,"Feb 24, 2020 8:37:00 PM",PC,243(E)(1),BATTERY:SPOUSE/EX SPOUSE/DATE/ETC (M),195 S TREMONT STREET
ARREST,2000281601,"Feb 24, 2020 9:30:00 PM",HS,11351,POSSESS/PURCHASE FOR SALE NARCOTIC/CONTROLLED SUBSTANCE (,F1) OCEANSIDE PIER
ARREST,2000281401,"Feb 24, 2020 9:41:00 PM",HS,11550(A),USE/UNDER INFL OF CONTROLLED SUBS (M),"BARRY STREET & E PARKER STREET, OCEANSIDE, CA 92057"
ARREST,2000281801,"Feb 24, 2020 10:05:00 PM",PC,148(A)(1),OBSTRUCT/RESIST PEACE OFCR/EMER MED TECH (M),3752 MISSION AVENUE
ARREST,2000281901,"Feb 24, 2020 10:31:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)","COLLEGE BOULEVARD & VISTA WAY, OCEANSIDE, CA 92056"
ARREST,2000282201,"Feb 24, 2020 11:24:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",2946 OCEANSIDE BOULEVARD
ARREST,2000282001,"Feb 24, 2020 11:26:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),3507 PEAR BLOSSOM AVENUE
ARREST,2000277001,"Feb 25, 2020 12:28:00 AM",VC,10851(A),TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),610 N REDONDO DRIVE
ARREST,2000282301,"Feb 25, 2020 12:44:00 AM",PC,243D,BATTERY W/SER BODILY INJURY (F),1500 S PACIFIC STREET
ARREST,2000282601,"Feb 25, 2020 2:30:00 AM",HS,11550(A),USE/UNDER INFL OF CONTROLLED SUBS (M),195 S TREMONT STREET
ARREST,2000283101,"Feb 25, 2020 7:05:00 AM",PC,3455,PRCS VIOLATION,1500 N HARBOR DRIVE
ARREST,2000283301,"Feb 25, 2020 9:20:00 AM",ZZ,OUT WARRANT,MISDEMEANOR OTHER AGENCY'S WARRANT,1400 EL CAMINO REAL
ARREST,2000283701,"Feb 25, 2020 10:25:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),3480 MARRON ROAD
ARREST,2000283801,"Feb 25, 2020 10:55:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),426 LOS ARBOLITOS BOULEVARD
ARREST,2000284201,"Feb 25, 2020 11:00:00 AM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),1401 S COAST HIGHWAY
ARREST,2000285501,"Feb 25, 2020 1:10:00 PM",WI,8103(A)(1),POSS FIREARM/DEADLY WEAPON:MENTAL DISORDER PROHIBITED (F),185 S TREMONT STREET
ARREST,2000285701,"Feb 25, 2020 2:05:00 PM",PC,3453(Q),FLASH INCARCERATION,
ARREST,2000286901,"Feb 25, 2020 5:51:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",
ARREST,2000287501,"Feb 25, 2020 6:50:00 PM",PC,3056,VIOL PAROLE:FELONY (F),1401 N COAST HIGHWAY
ARREST,2000287701,"Feb 25, 2020 8:05:00 PM",PC,3056,VIOL PAROLE:FELONY (F),"COLLEGE BOULEVARD & VISTA WAY, OCEANSIDE, CA 92056"
ARREST,2000287801,"Feb 25, 2020 8:45:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",1186 BELLINGHAM DRIVE
ARREST,2000288501,"Feb 25, 2020 11:45:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),651 HUNTER STREET
ARREST,2000289101,"Feb 26, 2020 8:10:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),651 HUNTER STREET
ARREST,2000289402,"Feb 26, 2020 9:00:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),195 S TREMONT STREET
ARREST,2000289401,"Feb 26, 2020 9:00:00 AM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),2600 VISTA PACIFIC DRIVE
ARREST,2000289701,"Feb 26, 2020 9:40:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"CIVIC CENTER DRIVE & N DITMAR STREET, OCEANSIDE, CA 92054"
ARREST,2000290101,"Feb 26, 2020 10:15:00 AM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),
ARREST,2000290202,"Feb 26, 2020 10:57:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),3100 NOREEN WAY
ARREST,2000290203,"Feb 26, 2020 11:01:00 AM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),"Oceanside BOULEVARD & STATE TREE DRIVE, OCEANSIDE, CA 92054"
ARREST,2000290201,"Feb 26, 2020 11:28:00 AM",ZZ,OUT WARRANT,MISDEMEANOR OTHER AGENCY'S WARRANT,1418 SANTA ROSA STREET
ARREST,2000291201,"Feb 26, 2020 11:43:00 AM",PC,273.5A,SPOUSAL/COHABITANT ABUSE WITH MINOR INJURY (F),"Normount ROAD & WHICKLEY PLACE, OCEANSIDE, CA 92056"
ARREST,2000291701,"Feb 26, 2020 12:44:00 PM",PC,602,TRESPASSING (M),"GABRIELIENO AVENUE & LUISENO AVENUE, OCEANSIDE, CA 92057"
ARREST,2000292501,"Feb 26, 2020 1:50:00 PM",HS,11364,POSS CONTROLLED SUBS PARAPHERNALIA (M),2185 VISTA WAY
ARREST,2000292601,"Feb 26, 2020 1:51:00 PM",HS,11377(A),POSSESS CONTROLLED SUBSTANCE (M),300 N COAST HIGHWAY
ARREST,2000294001,"Feb 26, 2020 5:54:00 PM",PC,647(F)DK,"DRUNK IN PUBLIC: ALCOHOL, DRUGS, COMBO OR TOLUENE (M)",
ARREST,2000303401,"Feb 26, 2020 6:20:00 PM",VC,23103,RECKLESS DRVG:PARK LOT (M),"BUENA STREET & SANTA BARBARA STREET, OCEANSIDE, CA 92058"
ARREST,2000294201,"Feb 26, 2020 7:12:00 PM",PC,3056,VIOL PAROLE:FELONY (F),2985 VIA LAS ROSAS
ARREST,2000294401,"Feb 26, 2020 9:35:00 PM",ZZ,OUT WARRANT,MISDEMEANOR OTHER AGENCY'S WARRANT,117 N CLEVELAND STREET##523
ARREST,2000294601,"Feb 26, 2020 10:09:00 PM",PC,488,PETTY THEFT(from Building) (M),"BENET ROAD & STATE ROUTE 76 EB, OCEANSIDE, CA 92058"
ARREST,2000294801,"Feb 26, 2020 10:45:00 PM",ZZ,OUT WARRANT,FELONY OTHER AGENCY'S WARRANT,802 N COAST HIGHWAY
ARREST,2000295001,"Feb 26, 2020 11:02:00 PM",HS,11378,POSS CONTROLLED SUBS FOR SALE (F),311 AIRPORT ROAD
ARREST,2000295101,"Feb 26, 2020 11:23:00 PM",PC,3056,VIOL PAROLE:FELONY (F),1200 MINNESOTA
ARREST,2000294901,"Feb 26, 2020 11:25:00 PM",PC,243(E)(1),BATTERY:SPOUSE/EX SPOUSE/DATE/ETC (M),195 S TREMONT STREET
ARREST,2000295301,"Feb 27, 2020 1:00:00 AM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),3000 MISSION AVENUE
ARREST,2000295501,"Feb 27, 2020 5:40:00 AM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),"NEPTUNE WAY & N TREMONT STREET, OCEANSIDE, CA 92054"
ARREST,2000295701,"Feb 27, 2020 7:35:00 AM",HS,11350(A),POSS NARCOTIC CONTROLLED SUBS (M),"N COAST HIGHWAY & WINDWARD WAY, OCEANSIDE, CA 92054"
ARREST,2000295801,"Feb 27, 2020 8:00:00 AM",PC,422A,THREATEN CRIME WITH INTENT TO TERRORIZE (F),3630 COLLEGE BOULEVARD
ARREST,2000296101,"Feb 27, 2020 8:07:00 AM",PC,148(A)(1),OBSTRUCT/RESIST PEACE OFCR/EMER MED TECH (M),195 S TREMONT STREET
